title,authors,year,doi,abstract,journal,title_norm,abstract_norm,has_abstract,has_doi,title_len,abstract_len,corpus_text,bureau_match,level_match,federal_match,local_bureaucracy,nivel_burocracia,papel_burocracia,resultado,mensuracao,metodo
Remaking the State from within: presidential control through bureaucratic redesign in Brazil’s Foreign Ministry,"Santos, Vinicius",2026,https://doi.org/10.1590/0034-761220250158x,"Abstract Why do presidents reorganize bureaucracies, and what political effects follow? This article examines how intra-ministerial bureaucratic redesign functions as a strategic tool of presidential control and agenda prioritization within Brazil’s Ministry of Foreign Affairs (MFA) from 1985 to 2020. Drawing on agency design and institutional change literature, the study argues that administrative reorganizations are not merely technocratic adjustments, but deliberate attempts by presidents to (i) embed thematic priorities into bureaucratic structures and (ii) expand control over high-leverage institutional arenas. We propose that organizational “choke points,” such as command hierarchies and thematic units, are particularly targeted for intervention. Using a mixed-methods approach that combines descriptive statistics, geospatial mapping, and qualitative case studies, we identify three distinct redesign logics: (1) political-control interventions, as illustrated by Collor’s tripartite fragmentation of the Secretary-General; (2) agenda expansion and ideational signaling, evident in the creation of thematic units and the expansion of diplomatic posts under Lula; and (3) symbolic reversal and institutional hollowing, marked by the dismantling of multilateral, climate, and human rights units under Bolsonaro. These processes generate long-term institutional consequences, including policy drift, conversion, and the erosion or consolidation of bureaucratic capacity. The findings contribute to debates on presidential governance by showing how even highly professionalized and insulated bureaucracies can be strategically reshaped through everyday administrative instruments.",Revista de Administração Pública,remaking the state from within: presidential control through bureaucratic redesign in brazil's foreign ministry,"abstract why do presidents reorganize bureaucracies, and what political effects follow? this article examines how intra-ministerial bureaucratic redesign functions as a strategic tool of presidential control and agenda prioritization within brazil's ministry of foreign affairs (mfa) from 1985 to 2020. drawing on agency design and institutional change literature, the study argues that administrative reorganizations are not merely technocratic adjustments, but deliberate attempts by presidents to (i) embed thematic priorities into bureaucratic structures and (ii) expand control over high-leverage institutional arenas. we propose that organizational ""choke points,"" such as command hierarchies and thematic units, are particularly targeted for intervention. using a mixed-methods approach that combines descriptive statistics, geospatial mapping, and qualitative case studies, we identify three distinct redesign logics: (1) political-control interventions, as illustrated by collor's tripartite fragmentation of the secretary-general; (2) agenda expansion and ideational signaling, evident in the creation of thematic units and the expansion of diplomatic posts under lula; and (3) symbolic reversal and institutional hollowing, marked by the dismantling of multilateral, climate, and human rights units under bolsonaro. these processes generate long-term institutional consequences, including policy drift, conversion, and the erosion or consolidation of bureaucratic capacity. the findings contribute to debates on presidential governance by showing how even highly professionalized and insulated bureaucracies can be strategically reshaped through everyday administrative instruments.",TRUE,TRUE,111,1693,"remaking the state from within: presidential control through bureaucratic redesign in brazil's foreign ministry abstract why do presidents reorganize bureaucracies, and what political effects follow? this article examines how intra-ministerial bureaucratic redesign functions as a strategic tool of presidential control and agenda prioritization within brazil's ministry of foreign affairs (mfa) from 1985 to 2020. drawing on agency design and institutional change literature, the study argues that administrative reorganizations are not merely technocratic adjustments, but deliberate attempts by presidents to (i) embed thematic priorities into bureaucratic structures and (ii) expand control over high-leverage institutional arenas. we propose that organizational ""choke points,"" such as command hierarchies and thematic units, are particularly targeted for intervention. using a mixed-methods approach that combines descriptive statistics, geospatial mapping, and qualitative case studies, we identify three distinct redesign logics: (1) political-control interventions, as illustrated by collor's tripartite fragmentation of the secretary-general; (2) agenda expansion and ideational signaling, evident in the creation of thematic units and the expansion of diplomatic posts under lula; and (3) symbolic reversal and institutional hollowing, marked by the dismantling of multilateral, climate, and human rights units under bolsonaro. these processes generate long-term institutional consequences, including policy drift, conversion, and the erosion or consolidation of bureaucratic capacity. the findings contribute to debates on presidential governance by showing how even highly professionalized and insulated bureaucracies can be strategically reshaped through everyday administrative instruments.",TRUE,TRUE,TRUE,TRUE,Alto escalão,NA,NA,NA,metodos mistos
Does quantity mean quality? Comparing evidence of bureaucratic capacity and performance between agency groups in Brazil,"Cunha, Bruno Queiroz; Cavalcante, Pedro",2025,https://doi.org/10.1590/0034-761220230416x,"Abstract This article aims to assess whether the Brazilian government’s preference for enhancing the power and scope of its regulatory agencies compared to its non-regulatory agencies has led to proportional gains in terms of capacity and performance. Regulatory state doctrine espouses the comparative advantages of autonomous regulatory agencies in these areas. We employ principal components and multivariate regression analyses on a survey dataset with over 3,200 respondents to vet this argument. The results do not vindicate claims of regulatory agency’s comparative advantages. Instead, they point to a process of harmonization between the agency groups. This article deepens our understanding of the outcomes of regulatory agencies’ maturation and legitimization within their institutional setting, thereby contributing to public administration scholarship that compares organizations based on their core tasks. It is also of use to policymakers to weigh the pros and cons of delegating powers to autonomous regulators.",Revista de Administração Pública,does quantity mean quality? comparing evidence of bureaucratic capacity and performance between agency groups in brazil,"abstract this article aims to assess whether the brazilian government's preference for enhancing the power and scope of its regulatory agencies compared to its non-regulatory agencies has led to proportional gains in terms of capacity and performance. regulatory state doctrine espouses the comparative advantages of autonomous regulatory agencies in these areas. we employ principal components and multivariate regression analyses on a survey dataset with over 3,200 respondents to vet this argument. the results do not vindicate claims of regulatory agency's comparative advantages. instead, they point to a process of harmonization between the agency groups. this article deepens our understanding of the outcomes of regulatory agencies' maturation and legitimization within their institutional setting, thereby contributing to public administration scholarship that compares organizations based on their core tasks. it is also of use to policymakers to weigh the pros and cons of delegating powers to autonomous regulators.",TRUE,TRUE,119,1027,"does quantity mean quality? comparing evidence of bureaucratic capacity and performance between agency groups in brazil abstract this article aims to assess whether the brazilian government's preference for enhancing the power and scope of its regulatory agencies compared to its non-regulatory agencies has led to proportional gains in terms of capacity and performance. regulatory state doctrine espouses the comparative advantages of autonomous regulatory agencies in these areas. we employ principal components and multivariate regression analyses on a survey dataset with over 3,200 respondents to vet this argument. the results do not vindicate claims of regulatory agency's comparative advantages. instead, they point to a process of harmonization between the agency groups. this article deepens our understanding of the outcomes of regulatory agencies' maturation and legitimization within their institutional setting, thereby contributing to public administration scholarship that compares organizations based on their core tasks. it is also of use to policymakers to weigh the pros and cons of delegating powers to autonomous regulators.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,quantitativo
Do politics and administration affect innovation performance? A comparative analysis,"Cavalcante, Pedro Luiz Costa",2023,https://doi.org/10.1590/0034-761220220204x,"Abstract The paper’s primary goal is to analyze the effects of politics and administrative capacity on countries’ innovative performance. The inquiry comparatively examines possible correlations between democracy, political competition, income inequality, bureaucratic capacity, and corruption/transparency with countries’ innovation results. The dependent variables are three performance indicators of the Global Innovation Indexes (GII). After presenting the theory and the descriptive data analysis on the research variables, the paper runs multivariate regression models to test the hypotheses. The empirical analysis reinforced that political and administrative dimensions are relevant to understanding the national innovation systems’ achievements. However, democracy, bureaucracy quality and corruption/transparency are not influential factors in countries’ innovative results as the normative assumptions would suppose. On the contrary, political competition and inequality considerably impact how economies innovate. In conclusion, the paper brought original and intriguing findings that put in perspective the claim that there is a unique path or rule of thumb for innovation growth. Consequently, the inferences provide insights to scholars and stakeholders, public and private, to improve the debates and decisions regarding the priorities for government actions in times of evidence-based policymaking.",Revista de Administração Pública,do politics and administration affect innovation performance? a comparative analysis,"abstract the paper's primary goal is to analyze the effects of politics and administrative capacity on countries' innovative performance. the inquiry comparatively examines possible correlations between democracy, political competition, income inequality, bureaucratic capacity, and corruption/transparency with countries' innovation results. the dependent variables are three performance indicators of the global innovation indexes (gii). after presenting the theory and the descriptive data analysis on the research variables, the paper runs multivariate regression models to test the hypotheses. the empirical analysis reinforced that political and administrative dimensions are relevant to understanding the national innovation systems' achievements. however, democracy, bureaucracy quality and corruption/transparency are not influential factors in countries' innovative results as the normative assumptions would suppose. on the contrary, political competition and inequality considerably impact how economies innovate. in conclusion, the paper brought original and intriguing findings that put in perspective the claim that there is a unique path or rule of thumb for innovation growth. consequently, the inferences provide insights to scholars and stakeholders, public and private, to improve the debates and decisions regarding the priorities for government actions in times of evidence-based policymaking.",TRUE,TRUE,84,1415,"do politics and administration affect innovation performance? a comparative analysis abstract the paper's primary goal is to analyze the effects of politics and administrative capacity on countries' innovative performance. the inquiry comparatively examines possible correlations between democracy, political competition, income inequality, bureaucratic capacity, and corruption/transparency with countries' innovation results. the dependent variables are three performance indicators of the global innovation indexes (gii). after presenting the theory and the descriptive data analysis on the research variables, the paper runs multivariate regression models to test the hypotheses. the empirical analysis reinforced that political and administrative dimensions are relevant to understanding the national innovation systems' achievements. however, democracy, bureaucracy quality and corruption/transparency are not influential factors in countries' innovative results as the normative assumptions would suppose. on the contrary, political competition and inequality considerably impact how economies innovate. in conclusion, the paper brought original and intriguing findings that put in perspective the claim that there is a unique path or rule of thumb for innovation growth. consequently, the inferences provide insights to scholars and stakeholders, public and private, to improve the debates and decisions regarding the priorities for government actions in times of evidence-based policymaking.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,quantitativo
Capacidades estatais e mineração: uma análise da agência nacional de regulação,"Euclydes, Fillipe Maciel; Macedo, Alex dos Santos; Macedo, Suélem Viana; Valadares, Josiel Lopes",2022,https://doi.org/10.1590/0034-761220210203,"Abstract This work analyzes the administrative capacity of the independent public entity National Mining Agency (ANM), which is responsible for regulating the Brazilian mineral policy. Documentary and qualitative bibliographic research were carried out. Different organizational indicators were collected from the consultation of official management reports, audits of accountability agencies, and reports from Parliamentary Committees. Under a scenario in which administrative capacities should be strengthened (2003-2020), the results counterintuitively demonstrated a continuous organizational weakness of the independent public entity. It is evident a situation that combines restriction of available bureaucrats, reduction in the discretionary budget, a deficit in patrimonial and mobile infrastructure, and outdated technological systems. Low autonomy in the allocation of resources was identified as one of the mechanisms that explain these weaknesses. These conditions (lack of resources and autonomy) contribute to poor public performance in the regulation of mining processes and in mining inspection and control activities, resulting in taxes loss, risks of new disasters, and the expansion of illegal mining.",Revista de Administração Pública,capacidades estatais e mineracao: uma analise da agencia nacional de regulacao,"abstract this work analyzes the administrative capacity of the independent public entity national mining agency (anm), which is responsible for regulating the brazilian mineral policy. documentary and qualitative bibliographic research were carried out. different organizational indicators were collected from the consultation of official management reports, audits of accountability agencies, and reports from parliamentary committees. under a scenario in which administrative capacities should be strengthened (2003-2020), the results counterintuitively demonstrated a continuous organizational weakness of the independent public entity. it is evident a situation that combines restriction of available bureaucrats, reduction in the discretionary budget, a deficit in patrimonial and mobile infrastructure, and outdated technological systems. low autonomy in the allocation of resources was identified as one of the mechanisms that explain these weaknesses. these conditions (lack of resources and autonomy) contribute to poor public performance in the regulation of mining processes and in mining inspection and control activities, resulting in taxes loss, risks of new disasters, and the expansion of illegal mining.",TRUE,TRUE,78,1220,"capacidades estatais e mineracao: uma analise da agencia nacional de regulacao abstract this work analyzes the administrative capacity of the independent public entity national mining agency (anm), which is responsible for regulating the brazilian mineral policy. documentary and qualitative bibliographic research were carried out. different organizational indicators were collected from the consultation of official management reports, audits of accountability agencies, and reports from parliamentary committees. under a scenario in which administrative capacities should be strengthened (2003-2020), the results counterintuitively demonstrated a continuous organizational weakness of the independent public entity. it is evident a situation that combines restriction of available bureaucrats, reduction in the discretionary budget, a deficit in patrimonial and mobile infrastructure, and outdated technological systems. low autonomy in the allocation of resources was identified as one of the mechanisms that explain these weaknesses. these conditions (lack of resources and autonomy) contribute to poor public performance in the regulation of mining processes and in mining inspection and control activities, resulting in taxes loss, risks of new disasters, and the expansion of illegal mining.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,qualitativo
Capacidades individuais da burocracia pública do agronegócio brasileiro,"Simão, Gustavo Leonardo; Silveira, Suely de Fátima Ramos",2021,https://doi.org/10.1590/0034-761220200625,"Abstract This article analyzes the individual capabilities of government employees working in Superior Management and Advisory (SMA) positions in the Brazilian federal bureaucracy regarding the solution of problems in the agribusiness sector. The data were obtained from the Integrated Personnel Administration System (IPAS). Three proxies were defined to build an analytical construct to reflect the individual capabilities of the Ministry of Agriculture, Livestock, and Supply’s (MALS) personnel: political, operational, and analytical competencies. The proxies were analyzed using a quantitative-descriptive approach. The study observed the bureaucrat’s turnover from 1999 to 2012. Subsequently, using the Mann-Whitney U test for independent samples, data from 1998 and 2018 were compared to verify changes in operational and analytical competencies, represented by the leadership capacity and ability to process information, respectively. The results showed that the individual capability of MALS’s personnel remained unchanged, indicated by the permanence of tenured employees in high-level positions and the maintenance of the level of formal education, which did not evolve over time.",Revista de Administração Pública,capacidades individuais da burocracia publica do agronegocio brasileiro,"abstract this article analyzes the individual capabilities of government employees working in superior management and advisory (sma) positions in the brazilian federal bureaucracy regarding the solution of problems in the agribusiness sector. the data were obtained from the integrated personnel administration system (ipas). three proxies were defined to build an analytical construct to reflect the individual capabilities of the ministry of agriculture, livestock, and supply's (mals) personnel: political, operational, and analytical competencies. the proxies were analyzed using a quantitative-descriptive approach. the study observed the bureaucrat's turnover from 1999 to 2012. subsequently, using the mann-whitney u test for independent samples, data from 1998 and 2018 were compared to verify changes in operational and analytical competencies, represented by the leadership capacity and ability to process information, respectively. the results showed that the individual capability of mals's personnel remained unchanged, indicated by the permanence of tenured employees in high-level positions and the maintenance of the level of formal education, which did not evolve over time.",TRUE,TRUE,71,1191,"capacidades individuais da burocracia publica do agronegocio brasileiro abstract this article analyzes the individual capabilities of government employees working in superior management and advisory (sma) positions in the brazilian federal bureaucracy regarding the solution of problems in the agribusiness sector. the data were obtained from the integrated personnel administration system (ipas). three proxies were defined to build an analytical construct to reflect the individual capabilities of the ministry of agriculture, livestock, and supply's (mals) personnel: political, operational, and analytical competencies. the proxies were analyzed using a quantitative-descriptive approach. the study observed the bureaucrat's turnover from 1999 to 2012. subsequently, using the mann-whitney u test for independent samples, data from 1998 and 2018 were compared to verify changes in operational and analytical competencies, represented by the leadership capacity and ability to process information, respectively. the results showed that the individual capability of mals's personnel remained unchanged, indicated by the permanence of tenured employees in high-level positions and the maintenance of the level of formal education, which did not evolve over time.",TRUE,TRUE,TRUE,TRUE,Alto escalão,NA,NA,NA,quantitativo
"Transparência, corrupção e má gestão: uma análise dos municípios brasileiros","Batista, Mariana; Rocha, Virginia; Santos, José Luiz Alves dos",2020,https://doi.org/10.1590/0034-761220190290,"Abstract Does institutional commitment to public transparency reduce corruption and public mismanagement? The regulation of freedom of information laws (FOI) reduces the cost of accessing public information and the control of government officials over it, allowing for monitoring of the government. Thus, greater transparency improves government performance. To test the hypothesis, we used linear regression models for 320 Brazilian municipalities. We employ three measures of municipality institutional commitment to public transparency: FOI regulation in the municipality; the degree to which the local level regulation was based on the national law’s provisions; and time the municipality took to adhere to the legislation, as a measure of institutionalization of public transparency. As a performance measure, we consider corruption and mismanagement irregularities identified in the audit reports of the Comptroller General of Brazil (2011-2015), with classification using unsupervised machine learning. The results are threefold: the municipalities’ adherence to FOI is still very low; in the municipalities that regulated the law locally, transparency is not seen to be associated with government performance; only economic development and quality of bureaucracy have a negative correlation with the number of irregularities. These results indicate that the effort towards more transparent management has not yet generated the expected results.",Revista de Administração Pública,"transparencia, corrupcao e ma gestao: uma analise dos municipios brasileiros","abstract does institutional commitment to public transparency reduce corruption and public mismanagement? the regulation of freedom of information laws (foi) reduces the cost of accessing public information and the control of government officials over it, allowing for monitoring of the government. thus, greater transparency improves government performance. to test the hypothesis, we used linear regression models for 320 brazilian municipalities. we employ three measures of municipality institutional commitment to public transparency: foi regulation in the municipality; the degree to which the local level regulation was based on the national law's provisions; and time the municipality took to adhere to the legislation, as a measure of institutionalization of public transparency. as a performance measure, we consider corruption and mismanagement irregularities identified in the audit reports of the comptroller general of brazil (2011-2015), with classification using unsupervised machine learning. the results are threefold: the municipalities' adherence to foi is still very low; in the municipalities that regulated the law locally, transparency is not seen to be associated with government performance; only economic development and quality of bureaucracy have a negative correlation with the number of irregularities. these results indicate that the effort towards more transparent management has not yet generated the expected results.",TRUE,TRUE,76,1452,"transparencia, corrupcao e ma gestao: uma analise dos municipios brasileiros abstract does institutional commitment to public transparency reduce corruption and public mismanagement? the regulation of freedom of information laws (foi) reduces the cost of accessing public information and the control of government officials over it, allowing for monitoring of the government. thus, greater transparency improves government performance. to test the hypothesis, we used linear regression models for 320 brazilian municipalities. we employ three measures of municipality institutional commitment to public transparency: foi regulation in the municipality; the degree to which the local level regulation was based on the national law's provisions; and time the municipality took to adhere to the legislation, as a measure of institutionalization of public transparency. as a performance measure, we consider corruption and mismanagement irregularities identified in the audit reports of the comptroller general of brazil (2011-2015), with classification using unsupervised machine learning. the results are threefold: the municipalities' adherence to foi is still very low; in the municipalities that regulated the law locally, transparency is not seen to be associated with government performance; only economic development and quality of bureaucracy have a negative correlation with the number of irregularities. these results indicate that the effort towards more transparent management has not yet generated the expected results.",TRUE,TRUE,TRUE,TRUE,Alto escalão,NA,NA,NA,quantitativo
"The COVID-19 outbreak and the municipal administration responses: resource munificence, social vulnerability, and the effectiveness of public actions","Ito, Nobuiuki Costa; Pongeluppe, Leandro Simões",2020,https://doi.org/10.1590/0034-761220200249x,"Abstract Facing the unprecedented situation of the COVID-19 pandemic, public officials at the municipality-level have no clear benchmarks or tested policies. In this situation, decision-making becomes a controversial process. This article provides insights for public agents in the Brazilian municipalities to deal with the initial stages of the COVID-19 pandemic. We analyzed the actions taken by city halls of the 52 Brazilian municipalities at least thirty days since the first confirmed case of COVID-19. We used a fuzzy-set Qualitative Comparative Analysis (fsQCA) to identify the combinations of contextual factors and public actions that reduced COVID-19 transmission during the critical initial stage. The empirical results show three main paths to guide policy-making: (1) a plural collaboration path involving public and private sectors, operating in a fragile health system; (2) a public action path providing aid programs through intense collaboration inside public bureaucracy; and (3) a resource-based path relying on a well-structured health system.",Revista de Administração Pública,"the covid-19 outbreak and the municipal administration responses: resource munificence, social vulnerability, and the effectiveness of public actions","abstract facing the unprecedented situation of the covid-19 pandemic, public officials at the municipality-level have no clear benchmarks or tested policies. in this situation, decision-making becomes a controversial process. this article provides insights for public agents in the brazilian municipalities to deal with the initial stages of the covid-19 pandemic. we analyzed the actions taken by city halls of the 52 brazilian municipalities at least thirty days since the first confirmed case of covid-19. we used a fuzzy-set qualitative comparative analysis (fsqca) to identify the combinations of contextual factors and public actions that reduced covid-19 transmission during the critical initial stage. the empirical results show three main paths to guide policy-making: (1) a plural collaboration path involving public and private sectors, operating in a fragile health system; (2) a public action path providing aid programs through intense collaboration inside public bureaucracy; and (3) a resource-based path relying on a well-structured health system.",TRUE,TRUE,149,1064,"the covid-19 outbreak and the municipal administration responses: resource munificence, social vulnerability, and the effectiveness of public actions abstract facing the unprecedented situation of the covid-19 pandemic, public officials at the municipality-level have no clear benchmarks or tested policies. in this situation, decision-making becomes a controversial process. this article provides insights for public agents in the brazilian municipalities to deal with the initial stages of the covid-19 pandemic. we analyzed the actions taken by city halls of the 52 brazilian municipalities at least thirty days since the first confirmed case of covid-19. we used a fuzzy-set qualitative comparative analysis (fsqca) to identify the combinations of contextual factors and public actions that reduced covid-19 transmission during the critical initial stage. the empirical results show three main paths to guide policy-making: (1) a plural collaboration path involving public and private sectors, operating in a fragile health system; (2) a public action path providing aid programs through intense collaboration inside public bureaucracy; and (3) a resource-based path relying on a well-structured health system.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,metodos mistos
A implementação do Auxílio Emergencial como medida excepcional de proteção social,"Cardoso, Bruno Baranda",2020,https://doi.org/10.1590/0034-761220200267,"Abstract Emergency Aid, instituted by Law 13982, of 2020, is one of the biggest initiatives of the Brazilin Federal Government to minimize the economic effects of the COVID-19 pandemic. This aid is directed at the most vulnerable population, among them, the beneficiaries of the conditional cash transfer program “Bolsa Família” (PBF) and those enrolled in the single registry for social protection “Cadastro Único para Programas Sociais do Governo Federal” (CadÚnico). The benefit also covers informal employees, self-employed and individual microentrepreneurs (MEI). Based on documentary analysis and through direct observation, this study sought to outline the process of implementing emergency aid measures, within the framework established by the Ministry of Citizenship (MC), through the system-level bureaucracy approach.",Revista de Administração Pública,a implementacao do auxilio emergencial como medida excepcional de protecao social,"abstract emergency aid, instituted by law 13982, of 2020, is one of the biggest initiatives of the brazilin federal government to minimize the economic effects of the covid-19 pandemic. this aid is directed at the most vulnerable population, among them, the beneficiaries of the conditional cash transfer program ""bolsa familia"" (pbf) and those enrolled in the single registry for social protection ""cadastro unico para programas sociais do governo federal"" (cadunico). the benefit also covers informal employees, self-employed and individual microentrepreneurs (mei). based on documentary analysis and through direct observation, this study sought to outline the process of implementing emergency aid measures, within the framework established by the ministry of citizenship (mc), through the system-level bureaucracy approach.",TRUE,TRUE,81,828,"a implementacao do auxilio emergencial como medida excepcional de protecao social abstract emergency aid, instituted by law 13982, of 2020, is one of the biggest initiatives of the brazilin federal government to minimize the economic effects of the covid-19 pandemic. this aid is directed at the most vulnerable population, among them, the beneficiaries of the conditional cash transfer program ""bolsa familia"" (pbf) and those enrolled in the single registry for social protection ""cadastro unico para programas sociais do governo federal"" (cadunico). the benefit also covers informal employees, self-employed and individual microentrepreneurs (mei). based on documentary analysis and through direct observation, this study sought to outline the process of implementing emergency aid measures, within the framework established by the ministry of citizenship (mc), through the system-level bureaucracy approach.",TRUE,TRUE,TRUE,TRUE,Alto escalão,NA,NA,NA,quantitativo
Nomeações políticas nos governos municipais e performance burocrática: avaliando o desempenho,"CARDOSO, ANDRÉ LUIS RABELO; MARENCO, ANDRÉ",2020,https://doi.org/10.1590/0034-761220190020,"Abstract This article discusses the politicization of the bureaucratic structures of the Brazilian municipalities based on appointed positions. The intention is to demonstrate patterns of political appointments that reflect institutional performance. The data were provided by Munic/IBGE 2005/14 and IpoC- Instituições Políticas Comparadas/UFRGS. Firstly, the study observed the degree of variability of the distribution of these positions in municipal structures, and the quality of the appointees’ education. Then, an analysis of spatial, global, and local dependence was performed. In addition, the difference in performance among municipalities was statistically tested using the independent t-test. The test compared municipalities’ performance concerning the number and education of appointees. The study used the Municipal GDP-Per-Capita, the Índice Firjan de Desenvolvimento Municipal (IFDM), and the Índice de Governança Municipal (IGM) created by the Federal Board of Administration as proxies for performance. The results stress the complexity of local public management since some of the tests indicate the number and education of appointees as predictors of high performance while other studies do not find the same relationship.",Revista de Administração Pública,nomeacoes politicas nos governos municipais e performance burocratica: avaliando o desempenho,"abstract this article discusses the politicization of the bureaucratic structures of the brazilian municipalities based on appointed positions. the intention is to demonstrate patterns of political appointments that reflect institutional performance. the data were provided by munic/ibge 2005/14 and ipoc- instituicoes politicas comparadas/ufrgs. firstly, the study observed the degree of variability of the distribution of these positions in municipal structures, and the quality of the appointees' education. then, an analysis of spatial, global, and local dependence was performed. in addition, the difference in performance among municipalities was statistically tested using the independent t-test. the test compared municipalities' performance concerning the number and education of appointees. the study used the municipal gdp-per-capita, the indice firjan de desenvolvimento municipal (ifdm), and the indice de governanca municipal (igm) created by the federal board of administration as proxies for performance. the results stress the complexity of local public management since some of the tests indicate the number and education of appointees as predictors of high performance while other studies do not find the same relationship.",TRUE,TRUE,93,1242,"nomeacoes politicas nos governos municipais e performance burocratica: avaliando o desempenho abstract this article discusses the politicization of the bureaucratic structures of the brazilian municipalities based on appointed positions. the intention is to demonstrate patterns of political appointments that reflect institutional performance. the data were provided by munic/ibge 2005/14 and ipoc- instituicoes politicas comparadas/ufrgs. firstly, the study observed the degree of variability of the distribution of these positions in municipal structures, and the quality of the appointees' education. then, an analysis of spatial, global, and local dependence was performed. in addition, the difference in performance among municipalities was statistically tested using the independent t-test. the test compared municipalities' performance concerning the number and education of appointees. the study used the municipal gdp-per-capita, the indice firjan de desenvolvimento municipal (ifdm), and the indice de governanca municipal (igm) created by the federal board of administration as proxies for performance. the results stress the complexity of local public management since some of the tests indicate the number and education of appointees as predictors of high performance while other studies do not find the same relationship.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,quantitativo
Capacidades estatais para políticas de infraestrutura no Brasil contemporâneo,"Gomide, Alexandre de Ávila; Pereira, Ana Karine",2018,https://doi.org/10.1590/0034-761220170006,"Abstract This article aims to discuss the capacities of the Brazilian State, particularly the Federal Executive Branch, to produce efficient infrastructure policies that deliver the expected benefits and also obtain support (or consent) from impacted social groups. We argue that the professionalization and technical knowledge of the federal government’s public bureaucracy are constrained by low levels of autonomy and intragovernmental cohesion. Likewise, the relationship between the federal bureaucracy and local civil society, subnational governments and accountability agencies are precarious. This situation represents a barrier to the efficiency and legitimacy of state action in the sector.",Revista de Administração Pública,capacidades estatais para politicas de infraestrutura no brasil contemporaneo,"abstract this article aims to discuss the capacities of the brazilian state, particularly the federal executive branch, to produce efficient infrastructure policies that deliver the expected benefits and also obtain support (or consent) from impacted social groups. we argue that the professionalization and technical knowledge of the federal government's public bureaucracy are constrained by low levels of autonomy and intragovernmental cohesion. likewise, the relationship between the federal bureaucracy and local civil society, subnational governments and accountability agencies are precarious. this situation represents a barrier to the efficiency and legitimacy of state action in the sector.",TRUE,TRUE,77,700,"capacidades estatais para politicas de infraestrutura no brasil contemporaneo abstract this article aims to discuss the capacities of the brazilian state, particularly the federal executive branch, to produce efficient infrastructure policies that deliver the expected benefits and also obtain support (or consent) from impacted social groups. we argue that the professionalization and technical knowledge of the federal government's public bureaucracy are constrained by low levels of autonomy and intragovernmental cohesion. likewise, the relationship between the federal bureaucracy and local civil society, subnational governments and accountability agencies are precarious. this situation represents a barrier to the efficiency and legitimacy of state action in the sector.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,nao identificado
Reformar à esquerda: a administração pública gerencial em prefeituras petistas,"Fontoura, Leandro Heitich",2018,https://doi.org/10.1590/0034-761220170267,"Abstract For two decades, the Brazilian Workers’ Party (PT) has held a tough critic regarding the state reform carried out by Fernando Henrique Cardoso (Brazilian Social Democracy Party - PSDB) during his mandate. According to the PT’s narrative, the Managerial Public Administration is a neoliberal and conservative policy, and it cannot be politically conducted by the left wing. This article shows a review of PT’s antireform narrative. In face of urban problems, public bureaucracy barriers and increasing social demands, it is possible to observe mayors of the PT implementing policies associated with the ones advocated by the PSDB to modernize management and make it more efficient and effective. This scenario was verified in five Brazilian municipalities, through qualitative research with mayors and municipal secretaries in the areas of planning, budget, administration and management.",Revista de Administração Pública,reformar a esquerda: a administracao publica gerencial em prefeituras petistas,"abstract for two decades, the brazilian workers' party (pt) has held a tough critic regarding the state reform carried out by fernando henrique cardoso (brazilian social democracy party - psdb) during his mandate. according to the pt's narrative, the managerial public administration is a neoliberal and conservative policy, and it cannot be politically conducted by the left wing. this article shows a review of pt's antireform narrative. in face of urban problems, public bureaucracy barriers and increasing social demands, it is possible to observe mayors of the pt implementing policies associated with the ones advocated by the psdb to modernize management and make it more efficient and effective. this scenario was verified in five brazilian municipalities, through qualitative research with mayors and municipal secretaries in the areas of planning, budget, administration and management.",TRUE,TRUE,78,896,"reformar a esquerda: a administracao publica gerencial em prefeituras petistas abstract for two decades, the brazilian workers' party (pt) has held a tough critic regarding the state reform carried out by fernando henrique cardoso (brazilian social democracy party - psdb) during his mandate. according to the pt's narrative, the managerial public administration is a neoliberal and conservative policy, and it cannot be politically conducted by the left wing. this article shows a review of pt's antireform narrative. in face of urban problems, public bureaucracy barriers and increasing social demands, it is possible to observe mayors of the pt implementing policies associated with the ones advocated by the psdb to modernize management and make it more efficient and effective. this scenario was verified in five brazilian municipalities, through qualitative research with mayors and municipal secretaries in the areas of planning, budget, administration and management.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,qualitativo
