title,authors,year,doi,abstract,journal,title_norm,abstract_norm,has_abstract,has_doi,title_len,abstract_len,corpus_text,bureau_match,level_match,federal_match,local_bureaucracy,nivel_burocracia,papel_burocracia,resultado,mensuracao,metodo
Gestão municipal e corrupção na implementação de programas educacionais federais,"Olivieri, Cecília; Martinelli, Bruno; Massucatto, Pedro; Silva, Carolina Bragança",2018,https://doi.org/10.1590/0034-7612171081,"Abstract This paper analyzes the implementation of federal education programs in municipalities through structured analysis of the texts in supervision reports provided by the Comptroller General of Brazil for the year 2014. The aim is to analyze the problems affecting the management of federal programs in municipalities. Studies on management and corruption in municipalities were reviewed and form the theoretical framework. The main conclusion is that it is necessary to increase the attention of researchers and managers to issues related to the quality of municipal management, because problems in program implementation is more likely to be the result of bad management than corruption.",Revista de Administração Pública,gestao municipal e corrupcao na implementacao de programas educacionais federais,"abstract this paper analyzes the implementation of federal education programs in municipalities through structured analysis of the texts in supervision reports provided by the comptroller general of brazil for the year 2014. the aim is to analyze the problems affecting the management of federal programs in municipalities. studies on management and corruption in municipalities were reviewed and form the theoretical framework. the main conclusion is that it is necessary to increase the attention of researchers and managers to issues related to the quality of municipal management, because problems in program implementation is more likely to be the result of bad management than corruption.",TRUE,TRUE,80,694,"gestao municipal e corrupcao na implementacao de programas educacionais federais abstract this paper analyzes the implementation of federal education programs in municipalities through structured analysis of the texts in supervision reports provided by the comptroller general of brazil for the year 2014. the aim is to analyze the problems affecting the management of federal programs in municipalities. studies on management and corruption in municipalities were reviewed and form the theoretical framework. the main conclusion is that it is necessary to increase the attention of researchers and managers to issues related to the quality of municipal management, because problems in program implementation is more likely to be the result of bad management than corruption.",TRUE,TRUE,TRUE,TRUE,Nível de rua,NA,NA,NA,nao identificado
Relação do comprometimento organizacional e da satisfação no trabalho de funcionários públicos municipais,"Lizote, Suzete Antonieta; Verdinelli, Miguel Angel; Nascimento, Sabrina do",2017,https://doi.org/10.1590/0034-7612156382,"Abstract This study aims to analyze the relationship between organizational commitment and job satisfaction among civil servants of city halls. The theoretical platform that was used to approach organizational commitment was based on the model of Meyer and Allen (1991), validated in Brazil by Medeiros and Enders (1998). Regarding job satisfaction, the construct of Siqueira (1995, 2008) was used. For research development, the quantitative approach was chosen, being the data collected using research instruments derived from scales validated for these constructs. The methods used in the comparison of averages were t test and Anova, and in the evaluation of relationships, exploratory and confirmatory factor analyses and structural equation modeling. The associations between the constructs showed that affective dimension of commitment shows a significant relation with satisfaction. In the same way, but with a negative relation, the normative dimension also shows relation with job satisfaction, indicating the higher the normative commitment of employees, the lower their satisfaction. As for the instrumental dimension, there was no relation with satisfaction. The results showed that civil servants of city halls feel satisfied when they are affectively committed and dissatisfied if their commitment is only to comply with norms.",Revista de Administração Pública,relacao do comprometimento organizacional e da satisfacao no trabalho de funcionarios publicos municipais,"abstract this study aims to analyze the relationship between organizational commitment and job satisfaction among civil servants of city halls. the theoretical platform that was used to approach organizational commitment was based on the model of meyer and allen (1991), validated in brazil by medeiros and enders (1998). regarding job satisfaction, the construct of siqueira (1995, 2008) was used. for research development, the quantitative approach was chosen, being the data collected using research instruments derived from scales validated for these constructs. the methods used in the comparison of averages were t test and anova, and in the evaluation of relationships, exploratory and confirmatory factor analyses and structural equation modeling. the associations between the constructs showed that affective dimension of commitment shows a significant relation with satisfaction. in the same way, but with a negative relation, the normative dimension also shows relation with job satisfaction, indicating the higher the normative commitment of employees, the lower their satisfaction. as for the instrumental dimension, there was no relation with satisfaction. the results showed that civil servants of city halls feel satisfied when they are affectively committed and dissatisfied if their commitment is only to comply with norms.",TRUE,TRUE,105,1341,"relacao do comprometimento organizacional e da satisfacao no trabalho de funcionarios publicos municipais abstract this study aims to analyze the relationship between organizational commitment and job satisfaction among civil servants of city halls. the theoretical platform that was used to approach organizational commitment was based on the model of meyer and allen (1991), validated in brazil by medeiros and enders (1998). regarding job satisfaction, the construct of siqueira (1995, 2008) was used. for research development, the quantitative approach was chosen, being the data collected using research instruments derived from scales validated for these constructs. the methods used in the comparison of averages were t test and anova, and in the evaluation of relationships, exploratory and confirmatory factor analyses and structural equation modeling. the associations between the constructs showed that affective dimension of commitment shows a significant relation with satisfaction. in the same way, but with a negative relation, the normative dimension also shows relation with job satisfaction, indicating the higher the normative commitment of employees, the lower their satisfaction. as for the instrumental dimension, there was no relation with satisfaction. the results showed that civil servants of city halls feel satisfied when they are affectively committed and dissatisfied if their commitment is only to comply with norms.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,quantitativo
Pesquisa-ação e mediação dialógica como práticas metodológicas para emergência da ação comunicativa em Conselhos Gestores de Políticas Públicas,"Mucci, Carla Beatriz Marques Rocha e; Mafra, Rennan Lanna Martins",2016,https://doi.org/10.1590/0034-7612136991,"Abstract This article examines two methodological practices to support the participation in the spaces of Managers Councils of Public Policies: action research and dialogical mediation. More specifically, we intend to consider whether and how such practices may be stimulating the emergence of communicative action among the participatory institutional designs of the Councils. In order to do it, a study was done in the Municipal Council for Sustainable Rural Development of Viçosa - MG (CMDRS). The theoretical basis of the article is based on the discussion of legitimacy and participation within the deliberative democracy; the methodology used is based on a combination of documental and qualitative researches. As main results, it is understood that such methodological practices constitute, depending on how they are used, as important qualification mechanisms of formal participatory spaces.",Revista de Administração Pública,pesquisa-acao e mediacao dialogica como praticas metodologicas para emergencia da acao comunicativa em conselhos gestores de politicas publicas,"abstract this article examines two methodological practices to support the participation in the spaces of managers councils of public policies: action research and dialogical mediation. more specifically, we intend to consider whether and how such practices may be stimulating the emergence of communicative action among the participatory institutional designs of the councils. in order to do it, a study was done in the municipal council for sustainable rural development of vicosa - mg (cmdrs). the theoretical basis of the article is based on the discussion of legitimacy and participation within the deliberative democracy; the methodology used is based on a combination of documental and qualitative researches. as main results, it is understood that such methodological practices constitute, depending on how they are used, as important qualification mechanisms of formal participatory spaces.",TRUE,TRUE,143,899,"pesquisa-acao e mediacao dialogica como praticas metodologicas para emergencia da acao comunicativa em conselhos gestores de politicas publicas abstract this article examines two methodological practices to support the participation in the spaces of managers councils of public policies: action research and dialogical mediation. more specifically, we intend to consider whether and how such practices may be stimulating the emergence of communicative action among the participatory institutional designs of the councils. in order to do it, a study was done in the municipal council for sustainable rural development of vicosa - mg (cmdrs). the theoretical basis of the article is based on the discussion of legitimacy and participation within the deliberative democracy; the methodology used is based on a combination of documental and qualitative researches. as main results, it is understood that such methodological practices constitute, depending on how they are used, as important qualification mechanisms of formal participatory spaces.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,qualitativo
Fatores associados à eficiência na alocação de recursos públicos à luz do modelo de regressão quantílica,"Costa, Caio César de Medeiros; Ferreira, Marco Aurélio Marques; Braga, Marcelo José; Abrantes, Luiz Antônio",2015,https://doi.org/10.1590/0034-7612130868,"The study aimed to answer the question: which factors are associated with levels of efficiency in the allocation of public resources? Taking as a guide the theoretical reference than the topics related to the efficient allocation of public resource and decisive factors of this efficiency, this study is based in statistical analysis having the universe of 853 municipalities in the state of Minas Gerais, but only 831 municipalities were analyzed and they contained all the necessary data. As one of the main results, there is the creation of municipal efficiency index. Moreover, it was found that municipalities that have low socioeconomic status have influenced their public management by a wider range of exogenous variables. Therefore, it is clear the urgent creation of mechanisms that would minimize the effects of those variables whose influence on public administration and its efficiency took place in a negative way. On the other hand, it is important to seek to maximize the influence of those variables whose association with municipal efficiency index was given in a positive way.",Revista de Administração Pública,fatores associados a eficiencia na alocacao de recursos publicos a luz do modelo de regressao quantilica,"the study aimed to answer the question: which factors are associated with levels of efficiency in the allocation of public resources? taking as a guide the theoretical reference than the topics related to the efficient allocation of public resource and decisive factors of this efficiency, this study is based in statistical analysis having the universe of 853 municipalities in the state of minas gerais, but only 831 municipalities were analyzed and they contained all the necessary data. as one of the main results, there is the creation of municipal efficiency index. moreover, it was found that municipalities that have low socioeconomic status have influenced their public management by a wider range of exogenous variables. therefore, it is clear the urgent creation of mechanisms that would minimize the effects of those variables whose influence on public administration and its efficiency took place in a negative way. on the other hand, it is important to seek to maximize the influence of those variables whose association with municipal efficiency index was given in a positive way.",TRUE,TRUE,104,1095,"fatores associados a eficiencia na alocacao de recursos publicos a luz do modelo de regressao quantilica the study aimed to answer the question: which factors are associated with levels of efficiency in the allocation of public resources? taking as a guide the theoretical reference than the topics related to the efficient allocation of public resource and decisive factors of this efficiency, this study is based in statistical analysis having the universe of 853 municipalities in the state of minas gerais, but only 831 municipalities were analyzed and they contained all the necessary data. as one of the main results, there is the creation of municipal efficiency index. moreover, it was found that municipalities that have low socioeconomic status have influenced their public management by a wider range of exogenous variables. therefore, it is clear the urgent creation of mechanisms that would minimize the effects of those variables whose influence on public administration and its efficiency took place in a negative way. on the other hand, it is important to seek to maximize the influence of those variables whose association with municipal efficiency index was given in a positive way.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,quantitativo
Mecanismos de gestão municipal e a promoção dos direitos humanos,"Sousa, Magda Cristina de; Lima, Patrícia Verônica Pinheiro Sales; Khan, Ahmad Saeed",2015,https://doi.org/10.1590/0034-7612135619,"The research objective was to assess the implementation of mechanisms and actions to promote and guarantee human rights within the municipal public administration. Because of the decentralization of power, after the Federal Constitution of 1988, states and municipalities received new responsibilities. There was a transfer of responsibilities that influenced directly the human rights policies. In this scenario of neo-liberal nature, there is a too diffuse environment where competences are unclear and emerge gaps in knowledge, especially about the role of the municipality in building an inclusive society. From the analysis of indicators of municipal management published by the Brazilian Institute of Geography and Statistics, it was possible to draw an overview of municipal human rights management in Ceará that showed the omission of city halls.",Revista de Administração Pública,mecanismos de gestao municipal e a promocao dos direitos humanos,"the research objective was to assess the implementation of mechanisms and actions to promote and guarantee human rights within the municipal public administration. because of the decentralization of power, after the federal constitution of 1988, states and municipalities received new responsibilities. there was a transfer of responsibilities that influenced directly the human rights policies. in this scenario of neo-liberal nature, there is a too diffuse environment where competences are unclear and emerge gaps in knowledge, especially about the role of the municipality in building an inclusive society. from the analysis of indicators of municipal management published by the brazilian institute of geography and statistics, it was possible to draw an overview of municipal human rights management in ceara that showed the omission of city halls.",TRUE,TRUE,64,854,"mecanismos de gestao municipal e a promocao dos direitos humanos the research objective was to assess the implementation of mechanisms and actions to promote and guarantee human rights within the municipal public administration. because of the decentralization of power, after the federal constitution of 1988, states and municipalities received new responsibilities. there was a transfer of responsibilities that influenced directly the human rights policies. in this scenario of neo-liberal nature, there is a too diffuse environment where competences are unclear and emerge gaps in knowledge, especially about the role of the municipality in building an inclusive society. from the analysis of indicators of municipal management published by the brazilian institute of geography and statistics, it was possible to draw an overview of municipal human rights management in ceara that showed the omission of city halls.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,nao identificado
Instrumentos e mecanismos de gestão: contribuições ao processo decisório em conselhos de políticas públicas,"Kleba, Maria Elisabeth; Comerlatto, Dunia; Frozza, Kenia Munaretti",2015,https://doi.org/10.1590/0034-7612125666,"The public administration in Brazil has guidelines and parameters established in laws, policies or plans that guide the formulation of instruments to guide and assess the democratic management of public policies. The research sought to identify tools and management mechanisms used in decision-making by the Municipal Councils of Social Assistance and Health in Chapecó, Santa Catarina, Brasil. From the reading of the minutes (2005-2009), it was obtained as amost cited instrument the rendering of accounts, although this does not show linkage with aims and targets set at the municipal level. The most common mechanisms include internal committees, training, conferences and communication with other organizations. The councils studied appeal to instruments and mechanisms with the potential to increase public participation in municipal management.",Revista de Administração Pública,instrumentos e mecanismos de gestao: contribuicoes ao processo decisorio em conselhos de politicas publicas,"the public administration in brazil has guidelines and parameters established in laws, policies or plans that guide the formulation of instruments to guide and assess the democratic management of public policies. the research sought to identify tools and management mechanisms used in decision-making by the municipal councils of social assistance and health in chapeco, santa catarina, brasil. from the reading of the minutes (2005-2009), it was obtained as amost cited instrument the rendering of accounts, although this does not show linkage with aims and targets set at the municipal level. the most common mechanisms include internal committees, training, conferences and communication with other organizations. the councils studied appeal to instruments and mechanisms with the potential to increase public participation in municipal management.",TRUE,TRUE,107,851,"instrumentos e mecanismos de gestao: contribuicoes ao processo decisorio em conselhos de politicas publicas the public administration in brazil has guidelines and parameters established in laws, policies or plans that guide the formulation of instruments to guide and assess the democratic management of public policies. the research sought to identify tools and management mechanisms used in decision-making by the municipal councils of social assistance and health in chapeco, santa catarina, brasil. from the reading of the minutes (2005-2009), it was obtained as amost cited instrument the rendering of accounts, although this does not show linkage with aims and targets set at the municipal level. the most common mechanisms include internal committees, training, conferences and communication with other organizations. the councils studied appeal to instruments and mechanisms with the potential to increase public participation in municipal management.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,quantitativo
Influência do uso de tecnologias de informação e comunicação na prestação de contas públicas municipais - um estudo de caso no Tribunal de Contas dos Municípios do estado da Bahia,"Reis, Audálio Fernandes dos; Dacorso, Antonio Luiz Rocha; Tenório, Fernando Antonio Guimarães",2015,https://doi.org/10.1590/0034-76121664,"Representativeness for Brazilian municipalities as being judicial, economic and social entity in the public administration is relevant regarding both the allocation and the use of resources. Accountability is a must for anyone who uses, collects, saves and manages money, goods and public values. This study attempted, through a single case study, to identify the influence of information and communication technologies in accountability. As a result, we found the following contributions: sending information directly from the town-halls (municipalities) to the Court of Auditors through the internet; reducing errors and eliminating redundancies; accelerating the process; and permission of crossing and comparing data.",Revista de Administração Pública,influencia do uso de tecnologias de informacao e comunicacao na prestacao de contas publicas municipais - um estudo de caso no tribunal de contas dos municipios do estado da bahia,"representativeness for brazilian municipalities as being judicial, economic and social entity in the public administration is relevant regarding both the allocation and the use of resources. accountability is a must for anyone who uses, collects, saves and manages money, goods and public values. this study attempted, through a single case study, to identify the influence of information and communication technologies in accountability. as a result, we found the following contributions: sending information directly from the town-halls (municipalities) to the court of auditors through the internet; reducing errors and eliminating redundancies; accelerating the process; and permission of crossing and comparing data.",TRUE,TRUE,179,721,"influencia do uso de tecnologias de informacao e comunicacao na prestacao de contas publicas municipais - um estudo de caso no tribunal de contas dos municipios do estado da bahia representativeness for brazilian municipalities as being judicial, economic and social entity in the public administration is relevant regarding both the allocation and the use of resources. accountability is a must for anyone who uses, collects, saves and manages money, goods and public values. this study attempted, through a single case study, to identify the influence of information and communication technologies in accountability. as a result, we found the following contributions: sending information directly from the town-halls (municipalities) to the court of auditors through the internet; reducing errors and eliminating redundancies; accelerating the process; and permission of crossing and comparing data.",TRUE,TRUE,TRUE,TRUE,Alto escalão,NA,NA,NA,qualitativo
O Orçamento Participativo e a democratização da gestão pública municipal - a experiência de Vitória da Conquista (BA),"Novaes, Flávio Santos; Santos, Maria Elisabete Pereira dos",2014,https://doi.org/10.1590/0034-76121668,"This article discusses the possibilities of the Participatory Budget (PB) to expand the democratization of the public management and to effectively intervene in the allocation of municipal resources. It starts from the theory of the participatory democracy and the from PB's history in Brazil to analyze the experience of Vitória da Conquista, Bahia. Using documentary research, interviews, direct observation and questionnaires to the delegates of the IX Congress of Vitória da Conquista PB (2011), we conclude in this article that this experience partially contributed to the democratization of the municipal management, since it was not considered a forum of effective participation of the population in the definition of public policies and in the application of municipal resources.",Revista de Administração Pública,o orcamento participativo e a democratizacao da gestao publica municipal - a experiencia de vitoria da conquista (ba),"this article discusses the possibilities of the participatory budget (pb) to expand the democratization of the public management and to effectively intervene in the allocation of municipal resources. it starts from the theory of the participatory democracy and the from pb's history in brazil to analyze the experience of vitoria da conquista, bahia. using documentary research, interviews, direct observation and questionnaires to the delegates of the ix congress of vitoria da conquista pb (2011), we conclude in this article that this experience partially contributed to the democratization of the municipal management, since it was not considered a forum of effective participation of the population in the definition of public policies and in the application of municipal resources.",TRUE,TRUE,117,787,"o orcamento participativo e a democratizacao da gestao publica municipal - a experiencia de vitoria da conquista (ba) this article discusses the possibilities of the participatory budget (pb) to expand the democratization of the public management and to effectively intervene in the allocation of municipal resources. it starts from the theory of the participatory democracy and the from pb's history in brazil to analyze the experience of vitoria da conquista, bahia. using documentary research, interviews, direct observation and questionnaires to the delegates of the ix congress of vitoria da conquista pb (2011), we conclude in this article that this experience partially contributed to the democratization of the municipal management, since it was not considered a forum of effective participation of the population in the definition of public policies and in the application of municipal resources.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,metodos mistos
A gestão do conhecimento na administração pública municipal em Curitiba com a aplicação do método OKA - Organizational Knowledge Assessment,"Braun, Carla Cristine; Mueller, Rafael Rodrigo",2014,https://doi.org/10.1590/0034-76121620,"This article aims to analyze how knowledge management is manifested in the public administration of Curitiba's municipal government. To do it, we used the Organizational Knowledge Assessment method (OKA), created by the World Bank and organized by the National School of Public Administration (Enap). Regarding the methodological procedures, the case study was used as a research instrument and data collection. As a result, we identified the process of organizational assessment, indicating the similarities and distinctions of method development of each destined area , and the importance of systematically implementing an evaluation process allied with the planning of the public organization with strategies for disseminating, sharing and applying the produced knowledge",Revista de Administração Pública,a gestao do conhecimento na administracao publica municipal em curitiba com a aplicacao do metodo oka - organizational knowledge assessment,"this article aims to analyze how knowledge management is manifested in the public administration of curitiba's municipal government. to do it, we used the organizational knowledge assessment method (oka), created by the world bank and organized by the national school of public administration (enap). regarding the methodological procedures, the case study was used as a research instrument and data collection. as a result, we identified the process of organizational assessment, indicating the similarities and distinctions of method development of each destined area , and the importance of systematically implementing an evaluation process allied with the planning of the public organization with strategies for disseminating, sharing and applying the produced knowledge",TRUE,TRUE,139,774,"a gestao do conhecimento na administracao publica municipal em curitiba com a aplicacao do metodo oka - organizational knowledge assessment this article aims to analyze how knowledge management is manifested in the public administration of curitiba's municipal government. to do it, we used the organizational knowledge assessment method (oka), created by the world bank and organized by the national school of public administration (enap). regarding the methodological procedures, the case study was used as a research instrument and data collection. as a result, we identified the process of organizational assessment, indicating the similarities and distinctions of method development of each destined area , and the importance of systematically implementing an evaluation process allied with the planning of the public organization with strategies for disseminating, sharing and applying the produced knowledge",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,qualitativo
As influências na motivação para o trabalho em ambientes com metas e recompensas: um estudo no setor público,"Rodrigues, Weslei Alves; Reis Neto, Mário Teixeira; Gonçalves Filho, Cid",2014,NA,"This study investigated influences on work motivation based on the theories of Latham and Locke (2002), Porter and Lawler III (1968), Vroom (1964), and Wright (2001, 2007). We conducted a survey with 333 public officials from 6 state agencies and 1 municipal agency in the city of Belo Horizonte, Minas Gerais, Brazil, which had policies for goals and rewards. Officials' motivation showed to be directly and significantly influenced by the valence of the institutional mission, through the instrumentality related to rewards and self-effectiveness to achieve goals. The specificity and feedback with regard to goals influenced the motivation in a significant and indirect way. The importance of goals, valence of extrinsic rewards, expectation, equity, participation in the setting of goals, difficulty of goals, overall evaluation of goal systems, and overall evaluation of reward systems did not exert direct influences on motivation. Officials' from an older age group had higher average values for motivation. In turn, officials occupying leadership positions and those who received some kind of extra reward (in addition to wage) showed higher indices in factors related to motivation.",Revista de Administração Pública,as influencias na motivacao para o trabalho em ambientes com metas e recompensas: um estudo no setor publico,"this study investigated influences on work motivation based on the theories of latham and locke (2002), porter and lawler iii (1968), vroom (1964), and wright (2001, 2007). we conducted a survey with 333 public officials from 6 state agencies and 1 municipal agency in the city of belo horizonte, minas gerais, brazil, which had policies for goals and rewards. officials' motivation showed to be directly and significantly influenced by the valence of the institutional mission, through the instrumentality related to rewards and self-effectiveness to achieve goals. the specificity and feedback with regard to goals influenced the motivation in a significant and indirect way. the importance of goals, valence of extrinsic rewards, expectation, equity, participation in the setting of goals, difficulty of goals, overall evaluation of goal systems, and overall evaluation of reward systems did not exert direct influences on motivation. officials' from an older age group had higher average values for motivation. in turn, officials occupying leadership positions and those who received some kind of extra reward (in addition to wage) showed higher indices in factors related to motivation.",TRUE,FALSE,108,1191,"as influencias na motivacao para o trabalho em ambientes com metas e recompensas: um estudo no setor publico this study investigated influences on work motivation based on the theories of latham and locke (2002), porter and lawler iii (1968), vroom (1964), and wright (2001, 2007). we conducted a survey with 333 public officials from 6 state agencies and 1 municipal agency in the city of belo horizonte, minas gerais, brazil, which had policies for goals and rewards. officials' motivation showed to be directly and significantly influenced by the valence of the institutional mission, through the instrumentality related to rewards and self-effectiveness to achieve goals. the specificity and feedback with regard to goals influenced the motivation in a significant and indirect way. the importance of goals, valence of extrinsic rewards, expectation, equity, participation in the setting of goals, difficulty of goals, overall evaluation of goal systems, and overall evaluation of reward systems did not exert direct influences on motivation. officials' from an older age group had higher average values for motivation. in turn, officials occupying leadership positions and those who received some kind of extra reward (in addition to wage) showed higher indices in factors related to motivation.",TRUE,TRUE,FALSE,TRUE,Geral,NA,NA,NA,quantitativo
Participação em redes transnacionais e a formulação de políticas locais em mudanças climáticas: o caso de Palmas,"Almeida, Lia de Azevedo; Silva, Mônica Aparecida da Rocha; Pessoa, Ronaldo Augusto Campos",2013,NA,"All Brazilian towns which have a specific policy on climate changes were or still are members of the transnational network Local Governments for Sustainability (Iclei), and the city of Palmas, Tocantins, Brazil, was the first to enact a law on the subject. In this context, we aimed to identify the extent to which the town's participation in the Iclei's campaign Cities for Climate Protection (CCP) influenced on the formulation and implementation of local policies on climate changes. We used the qualitative research method, by analyzing formal documents and semi-structured interviews with actors of the municipal public administration and the third sector. We found out that, in the case under analysis, Iclei has partly influenced on local action in climate changes, since there already existed actions by the City Hall prior to joining the network; however, Iclei has contributed to strengthen the local capacity to act with regard to the set of problems.",Revista de Administração Pública,participacao em redes transnacionais e a formulacao de politicas locais em mudancas climaticas: o caso de palmas,"all brazilian towns which have a specific policy on climate changes were or still are members of the transnational network local governments for sustainability (iclei), and the city of palmas, tocantins, brazil, was the first to enact a law on the subject. in this context, we aimed to identify the extent to which the town's participation in the iclei's campaign cities for climate protection (ccp) influenced on the formulation and implementation of local policies on climate changes. we used the qualitative research method, by analyzing formal documents and semi-structured interviews with actors of the municipal public administration and the third sector. we found out that, in the case under analysis, iclei has partly influenced on local action in climate changes, since there already existed actions by the city hall prior to joining the network; however, iclei has contributed to strengthen the local capacity to act with regard to the set of problems.",TRUE,FALSE,112,962,"participacao em redes transnacionais e a formulacao de politicas locais em mudancas climaticas: o caso de palmas all brazilian towns which have a specific policy on climate changes were or still are members of the transnational network local governments for sustainability (iclei), and the city of palmas, tocantins, brazil, was the first to enact a law on the subject. in this context, we aimed to identify the extent to which the town's participation in the iclei's campaign cities for climate protection (ccp) influenced on the formulation and implementation of local policies on climate changes. we used the qualitative research method, by analyzing formal documents and semi-structured interviews with actors of the municipal public administration and the third sector. we found out that, in the case under analysis, iclei has partly influenced on local action in climate changes, since there already existed actions by the city hall prior to joining the network; however, iclei has contributed to strengthen the local capacity to act with regard to the set of problems.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,qualitativo
Os efeitos da Lei de Responsabilidade Fiscal no endividamento dos municípios do Piauí,"Linhares, Fabricio; Penna, Christiano; Borges, Glenda",2013,NA,"The Fiscal Responsibility Law (LRF) seeks, in its core, to imprint austerity in the effectuation of public spending. Its purpose is balancing public spending by imprinting in its context a new fiscal perspective. This article applies a change to the methodology proposed by De Jesus Macedo and Corbari (2009) to evaluate the effects of LRF on municipal indebtedness, based on data from the towns of the state of Piauí. Given that the LRF was implemented in 2000, the aim of this article is checking whether there was a change in the municipal indebtedness since this law was implemented. The study suggests that the towns in Piauí reduced their debt by about 7% after the Implementation of lrf.",Revista de Administração Pública,os efeitos da lei de responsabilidade fiscal no endividamento dos municipios do piaui,"the fiscal responsibility law (lrf) seeks, in its core, to imprint austerity in the effectuation of public spending. its purpose is balancing public spending by imprinting in its context a new fiscal perspective. this article applies a change to the methodology proposed by de jesus macedo and corbari (2009) to evaluate the effects of lrf on municipal indebtedness, based on data from the towns of the state of piaui. given that the lrf was implemented in 2000, the aim of this article is checking whether there was a change in the municipal indebtedness since this law was implemented. the study suggests that the towns in piaui reduced their debt by about 7% after the implementation of lrf.",TRUE,FALSE,85,694,"os efeitos da lei de responsabilidade fiscal no endividamento dos municipios do piaui the fiscal responsibility law (lrf) seeks, in its core, to imprint austerity in the effectuation of public spending. its purpose is balancing public spending by imprinting in its context a new fiscal perspective. this article applies a change to the methodology proposed by de jesus macedo and corbari (2009) to evaluate the effects of lrf on municipal indebtedness, based on data from the towns of the state of piaui. given that the lrf was implemented in 2000, the aim of this article is checking whether there was a change in the municipal indebtedness since this law was implemented. the study suggests that the towns in piaui reduced their debt by about 7% after the implementation of lrf.",TRUE,TRUE,FALSE,TRUE,Nível de rua,NA,NA,NA,nao identificado
Consórcio Intermunicipal da Fronteira (CIF): descrevendo as principais ações voltadas ao desenvolvimento regional a partir da perspectiva do poder público municipal,"Angnes, Juliane Sachser; Mattos, Sandra Mara Matuisk; Klozovski, Marcel Luciano; Sturm, Marlete Inês",2013,NA,"This article aims to describe the main actions for regional development promoted by the Border Consortium (CIF), comprising the municipalities of Barracão e Bom Jesus do Sul (PR), Dionísio Cerqueira (SC), located in Brazil and Bernardo de Irigoyen in Misiones, located in Argentina, from the perspective of municipal government in this study represented by the mayors of these cities and the executive coordinator of the CIF. Therefore, it is a research using a qualitative approach, conducted through in-depth individual interviews applied to the four mayors who comprise the CIF and the executive coordinator of this. Such interviews have proposed to examine, from the perspective of these agents, the formation of the CIF, as well as the planned actions and actions under implementation since its inception. In this sense, the main results showed that the means municipalities met to seek resources that ensure the improvement of infrastructure, ensuring the progress and development of social, economic and cultural development of the region. It also presented the positive results of the implementation of CIF at the regional and the difficulties and constraints faced in this process.",Revista de Administração Pública,consorcio intermunicipal da fronteira (cif): descrevendo as principais acoes voltadas ao desenvolvimento regional a partir da perspectiva do poder publico municipal,"this article aims to describe the main actions for regional development promoted by the border consortium (cif), comprising the municipalities of barracao e bom jesus do sul (pr), dionisio cerqueira (sc), located in brazil and bernardo de irigoyen in misiones, located in argentina, from the perspective of municipal government in this study represented by the mayors of these cities and the executive coordinator of the cif. therefore, it is a research using a qualitative approach, conducted through in-depth individual interviews applied to the four mayors who comprise the cif and the executive coordinator of this. such interviews have proposed to examine, from the perspective of these agents, the formation of the cif, as well as the planned actions and actions under implementation since its inception. in this sense, the main results showed that the means municipalities met to seek resources that ensure the improvement of infrastructure, ensuring the progress and development of social, economic and cultural development of the region. it also presented the positive results of the implementation of cif at the regional and the difficulties and constraints faced in this process.",TRUE,FALSE,164,1190,"consorcio intermunicipal da fronteira (cif): descrevendo as principais acoes voltadas ao desenvolvimento regional a partir da perspectiva do poder publico municipal this article aims to describe the main actions for regional development promoted by the border consortium (cif), comprising the municipalities of barracao e bom jesus do sul (pr), dionisio cerqueira (sc), located in brazil and bernardo de irigoyen in misiones, located in argentina, from the perspective of municipal government in this study represented by the mayors of these cities and the executive coordinator of the cif. therefore, it is a research using a qualitative approach, conducted through in-depth individual interviews applied to the four mayors who comprise the cif and the executive coordinator of this. such interviews have proposed to examine, from the perspective of these agents, the formation of the cif, as well as the planned actions and actions under implementation since its inception. in this sense, the main results showed that the means municipalities met to seek resources that ensure the improvement of infrastructure, ensuring the progress and development of social, economic and cultural development of the region. it also presented the positive results of the implementation of cif at the regional and the difficulties and constraints faced in this process.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,qualitativo
